56 38 1
55 39 1
56 39 1
57 39 1
50 40 1
51 40 1
52 40 1
57 40 1
58 40 1
49 41 1
52 41 1
53 41 1
54 41 1
57 41 1
59 41 1
60 41 1
48 42 1
52 42 1
54 42 1
57 42 1
59 42 1
48 43 1
53 43 1
55 43 1
57 43 1
59 43 1
61 43 1
62 43 1
50 44 1
55 44 1
57 44 1
61 44 1
62 44 1
38 45 1
39 45 1
40 45 1
41 45 1
47 45 1
49 45 1
54 45 1
58 45 1
60 45 1
61 45 1
62 45 1
38 46 1
42 46 1
43 46 1
45 46 1
47 46 1
48 46 1
49 46 1
51 46 1
52 46 1
62 46 1
63 46 1
38 47 1
44 47 1
45 47 1
51 47 1
39 48 1
42 48 1
43 48 1
45 48 1
48 48 1
51 48 1
53 48 1
54 48 1
45 49 1
47 49 1
49 49 1
51 49 1
53 49 1
55 49 1
61 49 1
62 49 1
63 49 1
64 49 1
39 50 1
42 50 1
43 50 1
45 50 1
48 50 1
51 50 1
54 50 1
55 50 1
57 50 1
59 50 1
60 50 1
64 50 1
38 51 1
44 51 1
45 51 1
49 51 1
51 51 1
53 51 1
57 51 1
58 51 1
64 51 1
38 52 1
42 52 1
43 52 1
45 52 1
47 52 1
48 52 1
51 52 1
54 52 1
57 52 1
59 52 1
60 52 1
63 52 1
38 53 1
39 53 1
40 53 1
41 53 1
47 53 1
49 53 1
51 53 1
53 53 1
55 53 1
57 53 1
48 54 1
49 54 1
51 54 1
54 54 1
57 54 1
59 54 1
60 54 1
63 54 1
51 55 1
57 55 1
58 55 1
64 55 1
39 56 1
40 56 1
50 56 1
51 56 1
53 56 1
54 56 1
55 56 1
57 56 1
59 56 1
60 56 1
64 56 1
40 57 1
41 57 1
42 57 1
44 57 1
48 57 1
53 57 1
55 57 1
61 57 1
62 57 1
63 57 1
64 57 1
40 58 1
41 58 1
45 58 1
47 58 1
52 58 1
40 59 1
41 59 1
43 59 1
45 59 1
47 59 1
49 59 1
54 59 1
43 60 1
45 60 1
48 60 1
50 60 1
54 60 1
42 61 1
43 61 1
45 61 1
48 61 1
49 61 1
50 61 1
53 61 1
44 62 1
45 62 1
50 62 1
51 62 1
52 62 1
45 63 1
46 63 1
47 63 1
46 64 1
