33 33 1
32 34 1
34 34 1
15 35 1
16 35 1
32 35 1
34 35 1
15 36 1
18 36 1
33 36 1
16 37 1
17 37 1
18 37 1
56 37 1
57 37 1
15 38 1
56 38 1
57 38 1
10 39 1
11 39 1
12 39 1
13 39 1
14 39 1
15 39 1
17 39 1
18 39 1
8 41 1
14 41 1
15 41 1
6 42 1
7 42 1
13 42 1
19 42 1
6 43 1
7 43 1
11 43 1
12 43 1
15 43 1
6 44 1
7 44 1
16 44 1
20 44 1
21 44 1
22 44 1
6 45 1
7 45 1
8 45 1
19 45 1
22 45 1
24 45 1
20 46 1
24 46 1
6 47 1
8 47 1
21 47 1
22 47 1
23 47 1
33 47 1
6 48 1
21 48 1
22 48 1
23 48 1
30 48 1
34 48 1
10 49 1
30 49 1
34 49 1
6 50 1
10 50 1
14 50 1
15 50 1
16 50 1
30 50 1
34 50 1
10 51 1
6 52 1
31 52 1
33 52 1
6 53 1
8 53 1
28 53 1
30 53 1
31 53 1
32 53 1
24 54 1
26 54 1
27 54 1
28 54 1
42 54 1
43 54 1
44 54 1
6 55 1
7 55 1
8 55 1
26 55 1
27 55 1
28 55 1
60 55 1
61 55 1
6 56 1
7 56 1
26 56 1
31 56 1
33 56 1
60 56 1
61 56 1
6 57 1
7 57 1
11 57 1
12 57 1
16 57 1
17 57 1
18 57 1
19 57 1
20 57 1
25 57 1
31 57 1
34 57 1
6 58 1
7 58 1
13 58 1
16 58 1
17 58 1
19 58 1
20 58 1
31 58 1
33 58 1
8 59 1
13 59 1
17 59 1
23 59 1
18 60 1
21 60 1
22 60 1
10 61 1
11 61 1
12 61 1
17 61 1
17 62 1
18 62 1
19 62 1
16 63 1
19 63 1
15 64 1
18 64 1
15 65 1
16 65 1
17 65 1
16 66 1
